OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-CO,USGS Colorado Water Science Center,USGS-384900104492801,FOUNTAIN CR DRAIN AT S TEJON ST AT CO SPRNG(CLVRT),Facility: Outfall,,11020003,,,,,38.81652778000000,-104.8245833000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,5907,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-384905104485901,"SHOOKS RUN AT LAS VEGAS ST AT COLORADO SPRINGS, CO",Stream,,11020003,,,,,38.81804840000000,-104.8169185000000,24000,5,seconds,Interpolated from MAP.,NAD83,5901,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-384921104501001,BEAR CREEK AT INTERSTATE 25 AT COLO SPRINGS,Stream,,11020003,,,,,38.82261110000000,-104.8359722000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,5945,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-384930104453701,SPRING CR DRAIN MARJORIE LEE DR NE ARPRT RD CO SPG,Facility: Outfall,,11020003,,,,,38.82508330000000,-104.7603611000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,5983,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-384959104481401,SHOOKS RUN TRIB AT COLO SPRINGS (CULVERT TO DITCH),Facility: Outfall,,11020003,,,,,38.83305556000000,-104.8038889000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,6044,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385004104242901,SC01406314AAA,Well,,11020004,,,,,38.83731389000000,-104.4064083000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6046,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,Alluvial aquifers,,Holocene Alluvium,Unconfined single aquifer,19721220,200,ft,200,ft,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385025108224501,"GUNNISON R BL BRIDGEPORT BRIDGES NR BRIDGEPORT, CO",Stream,,14020005,,,,,38.84017220000000,-108.3791806000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4724,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,029,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385106106571000,"SLATE R AB BAXTER GL @HWY 135 NR CRESTED BUTTE, CO",Stream,,14020001,73.4,sq mi,,,38.85165929000000,-106.9533773000000,24000,1,seconds,Interpolated from MAP.,NAD83,8810,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,051,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385108104522001,CAMP CREEK AT S 31ST ST NR COLO SPRINGS,Stream,,11020003,,,,,38.85236110000000,-104.8722222000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,6105,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385109106565701,SC01408612ACD BRUSH CREEK ROAD WELL,Well,,14020001,,,,,38.85252220000000,-106.9490444000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,8874,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,051,,,,,,158,ft,158,ft,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385124104495701,MESA CREEK AT MOUTH AT RECREATION WAY AT CO SPRG,Stream,,11020003,,,,,38.85658330000000,-104.8325000000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,6037,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385124104501301,MONUMENT CR TRIB 2 AT SONDERMANN PARK AT COLO SPRG,Stream,,11020003,2.03,sq mi,,,38.85666667000000,-104.8369444000000,24000,3,seconds,Interpolated from MAP.,NAD83,6060,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385159104310201,SC01406402AAA,Well,,11020004,,,,,38.86643889000000,-104.5172194000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6063,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,Holocene Alluvium,Unconfined single aquifer,19720424,95,ft,95,ft,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385203104494301,MONUMENT CR AQUEDUCT AT TREMONT ST AT CO SPRNG,Stream,,11020003,,,,,38.86752778000000,-104.8286111000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,6065,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385235104495101,MONUMENT CR DRAIN 4 MARK DABLING BLVD AT CO SPRNG,Facility: Outfall,,11020003,,,,,38.87644444000000,-104.8308889000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,6090,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385242104495001,MONUMENT CR DRAIN 3 MARK DABLING BLVD AT CO SPRNG,Facility: Outfall,,11020003,,,,,38.87833330000000,-104.8304722000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,6082,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385246104262201,SC01306334BBD,Well,,11020004,,,,,38.87950000000000,-104.4394806000000,24000,1,minutes,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6247,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,Alluvial aquifers,,Holocene Alluvium,Unconfined single aquifer,19751229,110,ft,110,ft,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385248104423501,SAND CR DRAIN AT SPRNG RNCH GOLF CLUB AT CO SPRNG,Facility: Outfall,,11020003,,,,,38.87997220000000,-104.7096111000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,6455,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385255104440501,VALENCIA CR NR ORO BLANCO DR AT CO SPRNGS (CLVERT),Facility: Outfall,,11020003,,,,,38.88188889000000,-104.7347778000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,6484,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385257104494401,"DOUGLAS CR SOUTH AT  MOUTH AT CO SPRINGS, CO",Stream,,11020003,,,,,38.88244444000000,-104.8287500000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,6102,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385259104500201,DOUGLAS CR DRAIN AT SINTON RD AT CO SPRG(CULVERT),Facility: Outfall,,11020003,,,,,38.88318889000000,-104.8341250000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,6163,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385303104494601,MONUMENT CR DRAIN 2 MARK DABLING BLVD AT CO SP,Facility: Outfall,,11020003,,,,,38.88425000000000,-104.8293056000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,6118,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385307104494401,MONUMENT CR DRAIN 1 MARK DABLING BLVD AT CO SPRNG,Facility: Outfall,,11020003,,,,,38.88533330000000,-104.8289444000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,6120,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385315107062601,"IRWIN BARN BULK DEP SITE NEAR CRESTED BUTTE, CO",Atmosphere,,14020004,,,,,38.88738889000000,-107.1071250000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,10453,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,051,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385321104493301,"DOUGLAS CREEK AT THE MOUTH AT COLORADO SPRINGS, CO",Stream,,11020003,,,,,38.88915930000000,-104.8263649000000,24000,5,seconds,Interpolated from MAP.,NAD83,6114,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385349104491201,MONUMENT CR DRAIN PIKEVIEW RES AT CO SPRNG (CLVRT),Facility: Outfall,,11020003,,,,,38.89694444000000,-104.8200278000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,6152,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385353104422501,SAND CR DRAIN AT BARNES RD AT COLO SPRINGS (CLVRT),Facility: Outfall,,11020003,,,,,38.89816667000000,-104.7070278000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,6560,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385356104251301,SC01306323CCA,Well,,11020004,,,,,38.89885556000000,-104.4203472000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6270,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,Alluvial aquifers,,Holocene Alluvium,Unconfined single aquifer,19950920,140,ft,140,ft,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385435107014201,SC01308620DBB OBJ1-D,Well,,14020001,,,,,38.90966110000000,-107.0283611000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,8944,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,051,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385445107015601,SLATE RIVER SEEPS ABV O-B-J CREEK NR CRESTED BUTTE,Spring,,14020001,,,,,38.91251944000000,-107.0322500000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,8953,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,051,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385450107015700,"SLATE RIVER ABV O-B-J CREEK NR CRESTED BUTTE, CO",Stream,,14020001,,,,,38.91441110000000,-107.0340389000000,24000,5,seconds,Interpolated from Digital MAP.,NAD83,8957.93,feet,.23,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,08,051,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385520106570401,"EAST RIVER AT PUMPHOUSE AT MOUNT CRESTED BUTTE, CO",Stream,,14020001,,,,,38.92232220000000,-106.9511694000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,9053,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,051,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385547104473601,COTTONWOOD CR DRAIN AT N ACADEMY BLVD NR YORK RD,Facility: Outfall,,11020003,,,,,38.92975000000000,-104.7933611000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,6393,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385548104443301,"COTTONWOOD CR DRAIN AT AUSTIN BLUFFS PKY,  CO SPG",Facility: Outfall,,11020003,,,,,38.93002778000000,-104.7423889000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,6643,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385549104451401,COTTONWOOD CR DRAIN RANGEWOOD DR AT CO SPRGS,Facility: Outfall,,11020003,,,,,38.93038889000000,-104.7538333000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,6583,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385553107243301,NORTH FORK GUNNISON BLW RAVEN GULCH NR SOMERSET,Stream,,14020004,523,sq mi,,,38.93125278000000,-107.4090917000000,24000,Unknown,Unknown,Interpolated from Digital MAP.,NAD83,6158,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,051,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385608104233702,SC01306312ACB2 CHEROKEE 7,Well,,11020004,,,,,38.93553330000000,-104.3949083000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6325,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,Alluvial aquifers,,Holocene Alluvium,Unconfined single aquifer,19860110,159,ft,159,ft,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385629104344601,"ANTLER CREEK AT DRAKE LAKE NEAR FALCON, CO",Stream,,11020004,,,,,38.94129167000000,-104.5794028000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,6827,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385630104343901,SC01306405DCD,Well,,11020004,,,,,38.94156110000000,-104.5774806000000,24000,1,minutes,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6838,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,Alluvial aquifers,,Holocene Alluvium,Unconfined single aquifer,20130516,25.2,ft,25.2,ft,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385642104433901,COTTONWOOD CR TRIB AT POTOMAC DR AT CO SPINRGS,Facility: Outfall,,11020003,,,,,38.94511110000000,-104.7274722000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,6786,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385756104474501,PINE CR DRAIN BRIARGATE PKY AT CO SPRNGS (CULVERT),Facility: Outfall,,11020003,,,,,38.96552778000000,-104.7958056000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,6567,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385759104453001,PINE CR DRAIN AT N UNION BLVD N PARK AT CO SPRGS,Facility: Outfall,,11020003,,,,,38.96638889000000,-104.7582778000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,6893,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385808104352701,"ANTLER CREEK BELOW STAPLETON DRIVE NEAR FALCON, CO",Stream,,11020004,,,,,38.96900278000000,-104.5908083000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,7010,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385812104462601,PINE CR DRAIN AT PINE CR GOLF CLUB AT CO SPRINGS,Facility: Outfall,,11020003,,,,,38.97002778000000,-104.7739722000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,6746,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385822104360601,W FORK ANTLER CR AT MERIDIAN RANCH BLVD NR FALCON,Stream,,11020004,,,,,38.97267220000000,-104.6015722000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,7068,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385848104362801,"WEST FORK ANTLER CR ABV MERIDIAN RD NR FALCON, CO",Stream,,11020004,,,,,38.98002778000000,-104.6077778000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,7128,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385858104231001,SC01206230BBB ALLUVIAL 2,Well,,11020004,,,,,38.98292778000000,-104.3861528000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6449,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,Alluvial aquifers,,Holocene Alluvium,Unconfined single aquifer,20060206,118,ft,118,ft,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385911104351101,"UNNAMED CREEK NEAR RAINBOW BRIDGE DR NR FALCON, CO",Stream,,11020004,,,,,38.98630556000000,-104.5864444000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,7081,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-385917104285301,SC01206319DAD,Well,,11020004,,,,,38.98788889000000,-104.4814361000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6684,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,Alluvial aquifers,,Holocene Alluvium,Unconfined single aquifer,19810731,95,ft,95,ft,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-390104104335901,SC01206409CAC,Well,,11020004,,,,,39.01788889000000,-104.5664500000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,7071,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,Holocene Alluvium,Unconfined single aquifer,,25.35,ft,25.35,ft,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-390113104335701,"BLACK SQUIRREL CREEK NEAR EASTONVILLE, CO",Stream,,11020004,,,,,39.02016667000000,-104.5659444000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,7067,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-390121104482601,MONUMENT CR TRIB NR DIAMOND RIM DR NR CO SPRNGS,Facility: Outfall,,11020003,,,,,39.02255556000000,-104.8071667000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,6787,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-390134104290201,SC01206307ABA,Well,,11020004,,,,,39.02601389000000,-104.4838250000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6797,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,041,,,Holocene Alluvium,Unconfined single aquifer,,30,ft,30,ft,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-390158107583901,"GRAND MESA SNOW SITE, CO",Land,,14020005,,,,,39.03275800000000,-107.9781235000000,,1,minutes,Interpolated from MAP.,NAD83,,,,,,,US,08,029,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-390239108275901,"ORCHARD MESA BULK DEPOSITION NR ORCHARD MESA, CO",Atmosphere,,14010005,,,,,39.04424720000000,-108.4662583000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,4748,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,077,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-390240107524601,"PARK RESERVOIR SNOTEL BULK DEP NEAR CEDAREDGE, CO",Atmosphere,,14020005,,,,,39.04436944000000,-107.8794389000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,9983,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,029,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-390318108273200,"COLORADO RIVER AT 32 ROAD NEAR CLIFTON, CO",Stream,,14010005,,,,,39.05498165000000,-108.4595342000000,24000,1,seconds,Interpolated from MAP.,NAD83,4600,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,077,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-390319108273200,COLORADO RIVER AT CLIFTON,Stream,,14010005,,,,,39.05525940000000,-108.4595342000000,,1,minutes,Interpolated from MAP.,NAD83,,,,,,,US,08,077,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-390500106323000,"BRUMLEY SNOW SITE, CO",Land,,11020001,,,,,39.08693056000000,-106.5406000000000,24000,1,minutes,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,10597,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,065,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-390523108362901,"LEACH CR BLW RIVERSIDE PKWY AT GRAND JUNCTION, CO",Stream,,14010005,,,,,39.08963610000000,-108.6080139000000,,1,seconds,Interpolated from Digital MAP.,NAD83,4535,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,077,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-390622108205400,"COLORADO RIVER AT PALISADE, CO",Stream,,14010005,,,,,39.10609218000000,-108.3489748000000,24000,1,seconds,Interpolated from MAP.,NAD83,4690,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,077,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-390654108320301,"GOVT HIGHLINE CANAL AB HORIZON DR AT GRAND JCT, CO",Stream: Canal,,14010005,,,,,39.11490000000000,-108.5341583000000,,1,seconds,Interpolated from Digital MAP.,NAD83,4751,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,077,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-390741108333501,"LEACH CR ABV SUMMER HILL WAY NR GRAND JUNCTION, CO",Stream,,14010005,,,,,39.12815556000000,-108.5598528000000,,1,seconds,Interpolated from Digital MAP.,NAD83,4723,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,077,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-390755108420200,"ADOBE CREEK AT 19 RD NR FRUITA, CO",Stream,,14010005,,,,,39.13184215000000,-108.7014595000000,24000,.1,seconds,Interpolated from MAP.,NAD83,4495,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,077,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-391119108384100,"ADOBE CREEK AT 22 RD NR FRUITA, CO",Stream,,14010005,,,,,39.18853580000000,-108.6454022000000,24000,.1,seconds,Interpolated from MAP.,NAD83,4710,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,077,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-391509108433001,"BIG SALT WASH AT GOVT HIGHLINE CANAL NR LOMA, CO",Stream,,14010005,,,,,39.25247956000000,-108.7256549000000,24000,1,seconds,Interpolated from MAP.,NAD83,4720,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,077,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-391953108130201,"ROAN CREEK AT DE BEQUE, CO.",Stream,,14010005,509,sq mi,,,39.33119444000000,-108.2178056000000,24000,10,seconds,Interpolated from Digital MAP.,NAD83,4916,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,077,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-392200106120000,"FREMONT PASS SNOW SITE, CO",Land,,11020001,,,,,39.36435830000000,-106.2151750000000,24000,1,minutes,Interpolated from Digital MAP.,NAD83,11216,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,065,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-392409107204402,"FOUR MILE BULK DEP SITE NEAR CARBONDALE, CO",Atmosphere,,14010004,,,,,39.40247778000000,-107.3454250000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,8236,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,045,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-392535107224600,"SUNLIGHT PEAK SNOW SITE, CO",Land,,14010004,,,,,39.42638889000000,-107.3794444000000,,1,minutes,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,10581,feet,50,feet,Global Positioning System.,NAVD88,US,08,045,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-393143107465200,"COLORADO RIVER NEAR RIFLE, CO",Stream,,14010005,,,,,39.52859120000000,-107.7817308000000,24000,1,seconds,Interpolated from MAP.,NAD83,5280,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,045,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-393207103544800,SC00605808CCC D21,Well,,10190011,,,,,39.53581710000000,-103.9132909000000,24000,5,seconds,Interpolated from MAP.,NAD83,5290,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,039,,,,Unconfined single aquifer,19940406,18.00,ft,18.00,ft,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-393250107474501,RIFLE RANGER DIST OFFICE BULK DEP SITE AT RIFLE CO,Atmosphere,,14010005,,,,,39.54709444000000,-107.7958306000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,5496,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,045,,,,,,,,,,NWIS
